,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,success,status_code,status_message
165,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
166,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,900166.0,tt0142631,fi,Läpimurto,,0.6,/fXYQWYq7NQzrnCxKKZaRL3qq98b.jpg,"[{'id': 110924, 'logo_path': None, 'name': 'Taideteollinen korkeakoulu', 'origin_country': 'FI'}, {'id': 98238, 'logo_path': None, 'name': 'Teatterikorkeakoulu', 'origin_country': ''}, {'id': 5975, 'logo_path': '/vvjgoKygWWYZvYyidT3RmOCq5If.png', 'name': 'YLE', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",1981-09-18,0.0,44.0,"[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Läpimurto,False,0.0,0.0,,,
167,False,,,0.0,"[{'id': 10749, 'name': '로맨스'}, {'id': 10770, 'name': 'TV 영화'}]",,900167.0,tt3524794,ru,Никогда не забуду тебя!,,0.6,/iVQWobx1S9X2yoCXF8O294nHTmI.jpg,"[{'id': 117017, 'logo_path': '/6vNXMV98RKomITxFw09KUZ58z0C.png', 'name': 'Mostelefilm Distribution', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2008-03-08,0.0,0.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Никогда не забуду тебя!,False,0.0,0.0,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
169,False,/xFHwtmilTngoCO3VMS7LN0RKrXa.jpg,"{'id': 900402, 'name': 'Shivaji Surathkal Collection', 'poster_path': '/wZtyWbXMCKPhNp6HUjortOQsQFk.jpg', 'backdrop_path': '/3LLa588SSaApyjZfGLzKE4h4MnS.jpg'}",0.0,"[{'id': 80, 'name': '범죄'}, {'id': 53, 'name': '스릴러'}]",,900169.0,tt15387224,kn,ಶಿವಾಜಿ ಸುರತ್ಕಲ್ 2: Mysterious case of ಮಾಯಾವಿ,,0.6,/rMaWtaR7PQjFzTL8Qbh5HMMXpEU.jpg,[],[],,0.0,0.0,"[{'english_name': 'Kannada', 'iso_639_1': 'kn', 'name': '?????'}]",In Production,,ಶಿವಾಜಿ ಸುರತ್ಕಲ್ 2: Mysterious case of ಮಾಯಾವಿ,False,0.0,0.0,,,
170,True,,,0.0,"[{'id': 10749, 'name': '로맨스'}]",,900170.0,tt0274216,en,Wicked Wishes,,0.6,/myXLMrBDzBUtI2xJeYbiHyT00wc.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}]",[],2001-03-31,0.0,103.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Wicked Wishes,False,0.0,0.0,,,
171,False,,,0.0,[],,900171.0,tt0223853,ja,大奥秘話 晴姿姫ごと絵巻,,0.6,/vtNIeZqDaoBJKGa1Olke7Gn4Eoj.jpg,[],[],1974-01-03,0.0,67.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,大奥秘話 晴姿姫ごと絵巻,False,0.0,0.0,,,
172,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 80, 'name': '범죄'}, {'id': 10770, 'name': 'TV 영화'}]",,900172.0,tt2210228,ru,Один день,,0.6,/rxVSzZUcSzoB4YN4gGjQPua7rCl.jpg,"[{'id': 21179, 'logo_path': None, 'name': 'Kinoslovo', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2008-05-08,0.0,0.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Один день,False,0.0,0.0,,,
173,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",http://www.bbc.co.uk/programmes/b00wdp7s,900173.0,tt1806879,en,Donald Trump: All-American Billionaire,,0.6,/dRRVcWnhRxNW6sFUsL6LqJJwZqS.jpg,"[{'id': 158991, 'logo_path': None, 'name': 'BBC Productions', 'origin_country': ''}]",[],2010-01-10,0.0,60.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Donald Trump: All-American Billionaire,False,0.0,0.0,,,
174,True,,,0.0,[],,900174.0,tt0496821,en,Private Eyes,,0.6,/bMRcCxdcOwYhcHsat8IBnzajko0.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}]",[],2005-12-14,0.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Private Eyes,False,0.0,0.0,,,
175,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 10749, 'name': '로맨스'}, {'id': 80, 'name': '범죄'}]",,900175.0,tt7721794,ru,Поцелуи падших ангелов,,0.6,/lk80LlNSTundkpFyg4X8dfTwgcG.jpg,"[{'id': 164814, 'logo_path': None, 'name': 'Era vodoleya', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2007-01-01,0.0,0.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Поцелуи падших ангелов,False,0.0,0.0,,,
176,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,900176.0,,fr,"Cessez d'être gentil, soyez vrai !",,0.6,,[],[],2004-05-06,0.0,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Cessez d'être gentil, soyez vrai !",True,0.0,0.0,,,
177,True,,,0.0,[],,900177.0,,en,Beautiful Bi-Sexual Girlfriends,,0.6,/jfZ5TFv80vbjAUEqcww7kJa9QeX.jpg,"[{'id': 35784, 'logo_path': None, 'name': 'Forbidden Fruits Films', 'origin_country': 'US'}]",[],2017-04-10,0.0,107.0,[],Released,,Beautiful Bi-Sexual Girlfriends,False,0.0,0.0,,,
178,False,,,0.0,[],,900178.0,tt8716054,en,Rugrats,,1.4,,[],[],,0.0,0.0,[],Released,,Rugrats,False,0.0,0.0,,,
179,False,,,0.0,"[{'id': 10402, 'name': '음악'}]",,900179.0,tt7680192,en,Liam Gallagher: Live at Bethnal Green Working Men's Club,,0.6,,"[{'id': 164817, 'logo_path': None, 'name': 'Absolute Radio', 'origin_country': ''}]",[],2017-11-13,0.0,30.0,[],Released,,Liam Gallagher: Live at Bethnal Green Working Men's Club,False,0.0,0.0,,,
180,False,,,0.0,[],,900180.0,,it,Folie suisse,,0.6,,[],[],1985-06-10,0.0,0.0,[],Released,,Folie suisse,False,0.0,0.0,,,
181,True,,,0.0,[],,900181.0,,en,Beautiful Bi-Sexual Girlfriends,,0.615,/sK7CTJxPj9JZVVjeGOqpIXhZ0kL.jpg,"[{'id': 7628, 'logo_path': '/4qKTSphVzfArWuGIWr0RwKrWsZX.png', 'name': 'DDF', 'origin_country': 'HU'}]",[],2020-01-01,0.0,122.0,[],Released,,Beautiful Bi-Sexual Girlfriends,False,0.0,0.0,,,
182,False,,,0.0,[],,900182.0,,ko,장화신은 고양이 디 오리지널,"아버지에게 유산으로 '장화신은 고양이'를 받은 피터. 공주를 사랑하지만 무일푼인 그를 위해 장화신은 고양이는 피터를 '카라바스 후작'으로 만들기로 결심하고 성으로 들어가 왕과 왕비에게 선물을 바치며 호감을 얻는다. 왕비의 산책길을 미리 파악해 피터를 자연스럽게(?) 왕비에게 소개시키는데 성공한 고양이와 피터. 성으로 초대된 피터에게 반한 왕과 왕비는 피터의 성을 방문하기를 원하고 피터를 시기하는 챔블란은 피터가 후작이 아닌, 보잘 것 없는 방앗간 집 막내 아들이라는 사실을 알아내는데... 과연 피터는 위기를 극복하고 무사히 공주와의 결혼에 성공할 수 있을 것인가!?",0.6,/jXfL84p18FAOSdzpcrtXhJEq0ZM.jpg,[],[],,0.0,82.0,[],Released,장화신은 고양이 디 오리지널,장화신은 고양이 디 오리지널,False,0.0,0.0,,,
183,False,,,0.0,[],,900183.0,tt3231420,ja,濃蜜舌技 めくりあげる,,1.4,/kReBHmQGzvrrKn3bv3Y8K90mRJF.jpg,[],[],1996-08-01,0.0,60.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,濃蜜舌技 めくりあげる,False,0.0,0.0,,,
184,True,,,0.0,[],,900184.0,,en,MILF Seductions,,0.6,/raDs7vyWEqjHoIOaRzUowCyWayU.jpg,"[{'id': 11028, 'logo_path': '/uBJ330urHGDvCLakY5Q1nbXfcqf.png', 'name': 'VivThomas', 'origin_country': 'GB'}]",[],2019-04-22,0.0,101.0,[],Released,,MILF Seductions,False,0.0,0.0,,,
185,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,900185.0,,en,Sindhu Vee - Sandhog,,0.6,/pOBPMGLn8uQuRXJnPtTUg4gtLbo.jpg,[],[],2021-09-24,0.0,70.0,[],Released,,Sindhu Vee - Sandhog,False,0.0,0.0,,,
186,True,,,0.0,"[{'id': 80, 'name': '범죄'}]",,900186.0,tt0856039,en,Watching Samantha,,0.6,/5x7xFSvqFLJcK6JzfFY0B9yVrmB.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}]",[],2006-03-29,0.0,105.0,[],Released,,Watching Samantha,False,0.0,0.0,,,
187,False,/1QpUcpvrH1kSDHVo9VRCSBL88Sz.jpg,,0.0,[],,900187.0,,en,Hai Một,,0.6,/zgD0QxbFOd4IAhhSd3eJc0bif1n.jpg,[],[],,0.0,10.0,[],Released,,Hai Một,False,0.0,0.0,,,
188,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,900188.0,,ko,보조바퀴,"감독 친구로부터 가족 다큐멘터리 촬영 제안을 받은 은영. 사춘기 동생 서영을 중심으로 가족들의 인터뷰가 시작된다. 뮤지컬 배우가 되고 싶다는 서영을 위해 가족들은 고민 끝에 뮤지컬 과외 선생님 석우를 초빙한다. 하지만 기대와는 달리 엄격한 가르침에 지쳐가는 서영. 한편, 석우는 우연히 마주친 은영에게 마음을 빼앗기고 결국 수업도 뒷전으로 한 채 서영에게 자신의 고민을 털어 놓는다. 석우의 관심이 부담스러운 은영 또한 친구 보라에게 이 사실을 털어 놓는데... 이 과외 괜찮은 거 맞나요?",1.821,/siSLCyWy2Jl1kF07guFmkxuIjG3.jpg,[],[],2021-11-24,0.0,60.0,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,보조바퀴,False,0.0,0.0,,,
189,False,/yZd1R1mdh5RMSZ2YqIZElQI81hc.jpg,,0.0,"[{'id': 37, 'name': '서부'}]",,900189.0,tt0814721,en,The Millionaire Cowboy,,0.6,,"[{'id': 1282, 'logo_path': None, 'name': 'Selig Polyscope Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1913-02-03,0.0,0.0,[],Released,,The Millionaire Cowboy,False,0.0,0.0,,,
190,False,,,0.0,"[{'id': 10402, 'name': '음악'}]",,900190.0,tt4830146,en,Oasis: Live at Apoquindo Stadium,,0.6,/vCqe6zXGvR9zrtbonaSCFySXf6Q.jpg,"[{'id': 164818, 'logo_path': None, 'name': 'Canal 2 Rock & Pop', 'origin_country': ''}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}]",1998-03-14,0.0,80.0,[],Released,,Oasis: Live at Apoquindo Stadium,False,0.0,0.0,,,
191,True,,,0.0,[],,900191.0,tt0291565,en,Wild Thing,,0.655,/obkfJFst3TKWCKeg77yHcNUA3PB.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}]",[],2000-09-27,0.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Wild Thing,False,0.0,0.0,,,
192,False,/euurrGaYUFpqwCgdliyRyRsE0lf.jpg,,0.0,"[{'id': 10402, 'name': '음악'}]",,900192.0,,ja,ディズニー・オン・クラシック ～まほうの夜の音楽会 2012,,0.6,/A0wfkLsJxx3i915tzQIXxA72s3p.jpg,[],[],2012-11-26,0.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,ディズニー・オン・クラシック ～まほうの夜の音楽会 2012,False,0.0,0.0,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,The resource you requested could not be found.
194,False,,,25.0,"[{'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}]",https://www.gaiathemovie.com,900194.0,tt7467672,en,GAIA,,1.034,/36fClWwhdJJJecFU4sw9nrq2rmR.jpg,[],[],2018-03-23,0.0,17.0,[],Released,,GAIA,False,0.0,0.0,,,
195,False,/7rUMYDGRzwORtOkKTUwpXewWM3W.jpg,,0.0,"[{'id': 10402, 'name': '음악'}]",,900195.0,,en,ディズニー・オン・クラシック ～まほうの夜の音楽会 2013,,0.6,/7ELKTTUHluoZ5K0mjRltmeNNkx3.jpg,[],[],2013-10-29,0.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,ディズニー・オン・クラシック ～まほうの夜の音楽会 2013,False,0.0,0.0,,,
196,True,,,0.0,"[{'id': 35, 'name': '코미디'}]",,900196.0,tt0856045,en,Women on Top,,0.842,/rCldbfnXONXUzTOv38YIUyQbNkd.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}]",[],2006-02-15,0.0,106.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Women on Top,False,0.0,0.0,,,
197,False,,,0.0,[],,900197.0,,es,Serrat - Miguel Hernandez- Hijos de la  Luz y La Sombra,,0.6,/mEzo5Y8S7a4NKjgLejhlHs6gsCZ.jpg,[],[],,0.0,0.0,[],Released,,Serrat - Miguel Hernandez- Hijos de la  Luz y La Sombra,False,0.0,0.0,,,
198,False,,,0.0,"[{'id': 16, 'name': '애니메이션'}]",http://wolfsmoke.studio,900198.0,,zh,白月儿,,1.671,/fHOI5M01TFZbfXHLbI712HY4xy4.jpg,"[{'id': 137186, 'logo_path': None, 'name': 'Wolf Smoke Studio', 'origin_country': ''}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2021-11-17,0.0,8.0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,白月儿,False,0.0,0.0,,,
199,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 80, 'name': '범죄'}]",,900199.0,,ru,Дело чести,,0.6,/slw2XXrs0h2Uu8wt7uStGJ5cemR.jpg,"[{'id': 104397, 'logo_path': None, 'name': 'НТВ', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2011-05-06,0.0,0.0,[],Released,,Дело чести,False,0.0,0.0,,,
200,False,,,0.0,[],,900200.0,,en,Joymoti,,0.6,,[],[],2006-11-01,0.0,95.0,[],Released,,Joymoti,False,0.0,0.0,,,
201,False,/3F6Tvbun4Ishy17qDJ6D2pInkkV.jpg,,0.0,"[{'id': 12, 'name': '모험'}, {'id': 37, 'name': '서부'}]",,900201.0,tt0015939,en,Idaho!,,1.4,/nWiqJRx2AcqL00j7N65RwSaToye.jpg,"[{'id': 14032, 'logo_path': None, 'name': 'Pathé Exchange', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-03-01,0.0,200.0,[],Released,,Idaho!,False,0.0,0.0,,,
202,True,/wluVWisHsn3W2PsEJqZHfuFtGZC.jpg,,0.0,"[{'id': 35, 'name': '코미디'}]",,900202.0,tt1532397,en,Reinvented,,0.6,/jbV5X7m3jK5sS4KkFzbDNTr1NOs.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}]",[],2009-10-21,0.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Reinvented,False,0.0,0.0,,,
203,False,,,0.0,[],,900203.0,tt13552630,en,Van Sanctuary,,0.6,/fAFldKaE22dE5i3nLIIZJStTC99.jpg,"[{'id': 164822, 'logo_path': None, 'name': 'Break the Room Media', 'origin_country': ''}, {'id': 164823, 'logo_path': None, 'name': 'LDNO Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",,0.0,11.0,[],Released,,Van Sanctuary,True,0.0,0.0,,,
204,False,,,0.0,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}, {'id': 12, 'name': '모험'}]",,900204.0,,ru,Удар Лотоса,,0.6,/hmMddhfZZw1iKLhgPJNgJmW4AHl.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2001-01-01,0.0,0.0,[],Released,,Удар Лотоса,False,0.0,0.0,,,
205,False,,,0.0,[],,900205.0,tt7569428,hu,Négyszögletű kerek erdő,,0.6,/830bRVSNeyxJxeoCnzG9QII97hM.jpg,[],[],2007-11-19,0.0,0.0,[],Released,,Négyszögletű kerek erdő,False,0.0,0.0,,,
206,False,,,0.0,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}, {'id': 12, 'name': '모험'}]",,900206.0,,ru,Удар Лотоса 2: Сладкая горечь полыни,,0.6,/f0m8RSik1DKGWKUsg8PHFhfViIK.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2002-01-01,0.0,0.0,[],Released,,Удар Лотоса 2: Сладкая горечь полыни,False,0.0,0.0,,,
207,False,/pB0jiY4Beq9tabhfCFrPzjSftaI.jpg,,0.0,"[{'id': 10402, 'name': '음악'}]",,900207.0,,en,Bolschoi Ballett: Der Nussknacker,,3.78,/1T9a7RhlNe7cqQbG6UjiAOO9a0d.jpg,[],[],2021-12-19,0.0,135.0,[],In Production,,Bolschoi Ballett: Der Nussknacker,False,0.0,0.0,,,
208,False,,,0.0,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}, {'id': 12, 'name': '모험'}]",,900208.0,,ru,Удар Лотоса 3: Загадка Сфинкса,,0.6,/tmacdUvBITtXxFhzcaIn6c6srFs.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2003-01-01,0.0,0.0,[],Released,,Удар Лотоса 3: Загадка Сфинкса,False,0.0,0.0,,,
209,False,,,0.0,"[{'id': 9648, 'name': '미스터리'}, {'id': 10749, 'name': '로맨스'}, {'id': 10770, 'name': 'TV 영화'}]",,900209.0,tt3511860,ru,Телохранительница,,1.128,/rcwdEOiJaw9PeZeNFCQCy2oLFXM.jpg,"[{'id': 117017, 'logo_path': '/6vNXMV98RKomITxFw09KUZ58z0C.png', 'name': 'Mostelefilm Distribution', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2008-01-01,0.0,0.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Телохранительница,False,0.0,0.0,,,
210,False,,,0.0,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 80, 'name': '범죄'}]",,900210.0,,ru,Удар Лотоса 4: Алмаз,,0.6,/vISahVf2Nv2Ue5MGlmuZQXGM2mC.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2005-01-01,0.0,0.0,[],Released,,Удар Лотоса 4: Алмаз,False,0.0,0.0,,,
211,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,900211.0,tt4793686,en,Alexia,,0.6,/ijBXeMbR9PNAiUFkgobKbfFAlEz.jpg,"[{'id': 164824, 'logo_path': None, 'name': 'Khinc Studios', 'origin_country': ''}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}]",,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Post Production,,Alexia,False,0.0,0.0,,,
212,False,,,0.0,[],,900212.0,tt0166710,hu,"Mikkamakka, gyere haza!",,0.6,/oqgDQt4FrSQu4VuKmAF9eMtQPXg.jpg,[],[],1982-06-08,0.0,0.0,[],Released,,"Mikkamakka, gyere haza!",False,0.0,0.0,,,
213,True,/35CPT0Z6Ly5cDKPmKMaDc4Nv4Sv.jpg,,0.0,[],,900213.0,,fr,Cobie Fantaisy,,0.6,/u2vCucOT4nSgNEnzSY3bechtU96.jpg,[],[],,0.0,0.0,[],Released,,Cobie Fantaisy,True,0.0,0.0,,,
214,False,/fsPj7d7g9mADMC3EPLiT7kx4IRN.jpg,,0.0,[],,900214.0,,en,Impact Wrestling Turning Point 2021,,2.902,/8KSHzgIpKEGKK13VtGH7obKi3pr.jpg,[],[],2021-11-20,0.0,0.0,[],Released,,Impact Wrestling Turning Point 2021,False,2.0,1.0,,,
215,True,,,0.0,[],,900215.0,tt0430017,en,Devil's Playground,,0.6,/d7snIY4Z9kBjyoVJEm34DHNd0Mb.jpg,"[{'id': 13513, 'logo_path': None, 'name': 'Sin City', 'origin_country': 'US'}]",[],2004-11-30,0.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Devil's Playground,False,0.0,0.0,,,
216,False,,,0.0,"[{'id': 28, 'name': '액션'}]",,900216.0,,ru,Нулевой вариант,,0.6,/n4DUiHF9avtv1WQ51XNgd5Kx4TU.jpg,[],"[{'iso_3166_1': 'UZ', 'name': 'Uzbekistan'}]",1992-01-01,0.0,0.0,[],Released,,Нулевой вариант,False,0.0,0.0,,,
217,False,,,0.0,"[{'id': 10749, 'name': '로맨스'}, {'id': 53, 'name': '스릴러'}]",,900217.0,,ml,Production 3,,0.6,,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",,0.0,0.0,"[{'english_name': 'Malayalam', 'iso_639_1': 'ml', 'name': ''}]",In Production,,Production 3,False,0.0,0.0,,,
218,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,900218.0,tt7917848,en,Labor,,0.6,/3ZSWsAVWSE1Qwv5fZ6baHZUiuUG.jpg,[],[],2018-07-29,0.0,12.0,[],Released,,Labor,False,0.0,0.0,,,
219,False,,,0.0,"[{'id': 35, 'name': '코미디'}, {'id': 10770, 'name': 'TV 영화'}]",,900219.0,tt1399596,ru,Снежный человек,,0.6,/tD56EPDcVtquhkktDFnux9QTEYC.jpg,"[{'id': 125690, 'logo_path': None, 'name': 'Park Cinema', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2009-01-07,0.0,0.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Снежный человек,False,0.0,0.0,,,
220,False,/gRPP6QZIhGgkRYDLLpSEhuBJGvr.jpg,,0.0,[],,900220.0,,fr,Dolby Countdown V1,,0.6,/11b4TYESBJBKtJ3gQP8XaywC2qA.jpg,[],[],,0.0,0.0,[],Released,,Dolby Countdown V1,True,0.0,0.0,,,
221,False,,,0.0,[],,900221.0,,it,Serata d'Onore: Gigi Proietti,,0.6,/HIS7e7POQbWrn5h3DO0SvPzDyH.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2005-01-11,0.0,0.0,[],Released,,Serata d'Onore: Gigi Proietti,True,10.0,1.0,,,
222,False,,,0.0,[],,900222.0,tt15710136,te,Yashoda,,0.84,,"[{'id': 77578, 'logo_path': None, 'name': 'Sridevi Movies', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",,0.0,0.0,"[{'english_name': 'Telugu', 'iso_639_1': 'te', 'name': 'తెలుగు'}]",In Production,,Yashoda,False,0.0,0.0,,,
223,False,/yXfz9c1YhCnbKwTvWb7wMyhHeu1.jpg,,0.0,"[{'id': 10402, 'name': '음악'}]",,900223.0,,en,Falz Experience: The Movie,,0.6,/wAcEawtEH33l1qMdEboVeEaiEd.jpg,[],[],2018-03-02,0.0,82.0,[],Released,,Falz Experience: The Movie,False,0.0,0.0,,,
224,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,900224.0,,it,Gigi Proietti Show - A me gli occhi 2000,,0.6,/pLGDHAcelpYt3N5fPm6AqqYQlt2.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2000-05-02,0.0,0.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Gigi Proietti Show - A me gli occhi 2000,True,0.0,0.0,,,
225,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,900225.0,tt0041371,en,Flame of Youth,,1.4,,"[{'id': 1432, 'logo_path': '/8AcaWEWQ8MFUBGlt9WxGGBAMpMG.png', 'name': 'Republic Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-09-22,0.0,60.0,[],Released,,Flame of Youth,False,0.0,0.0,,,
226,True,,,0.0,[],,900226.0,tt0855850,en,Just Like That,,0.6,/m0jKpZU8qOaP2P2XUVHQFAPsn0u.jpg,"[{'id': 7840, 'logo_path': '/pXHXO1qKuQEDv8NDvoNmSaV4gvi.png', 'name': 'Wicked Pictures', 'origin_country': 'US'}, {'id': 164829, 'logo_path': None, 'name': 'Faraway Films, Inc.', 'origin_country': ''}]",[],2006-06-21,0.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Just Like That,False,0.0,0.0,,,
227,False,,,0.0,[],,900227.0,,fr,Minute par Minute : François Fillon à la Conquête de l'Elysée - De l'Ascension à la Chute,,1.451,/bLbopEsGJ3I3ZoB83z69Op3jHqT.jpg,[],[],,0.0,0.0,[],Released,,Minute par Minute : François Fillon à la Conquête de l'Elysée - De l'Ascension à la Chute,False,0.0,0.0,,,
228,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,900228.0,,es,Notas de soledad,,0.955,/hL9yxibXHdcKVbKDzsmzETH8v6.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2021-11-05,0.0,0.0,[],Released,,Notas de soledad,False,0.0,0.0,,,
229,False,,,0.0,[],https://vimeo.com/83907617,900229.0,,en,The Waters of Greenstone,,0.6,,[],[],2014-01-11,0.0,6.0,[],Released,,The Waters of Greenstone,False,0.0,0.0,,,
230,True,/luqD3jxyTwebbdezbVvlwLZJucw.jpg,,0.0,[],,900230.0,,fr,CORRECTION,,0.6,/44UHD5B5C5iSvDJTyHsDdJbVMOg.jpg,[],[],,0.0,0.0,[],Released,,CORRECTION,True,0.0,0.0,,,
231,True,,,0.0,[],,900231.0,,de,Bagno caldo per una signora ninfomane,,0.6,,"[{'id': 98636, 'logo_path': None, 'name': 'motion picture video', 'origin_country': ''}]",[],1991-01-01,0.0,0.0,[],Released,,Bagno caldo per una signora ninfomane,False,0.0,0.0,,,
