,success,status_code,status_message,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
0,False,34.0,The resource you requested could not be found.,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,420001.0,tt0268148,fr,Aquarelle,,0.6,,[],[],1965-01-01,0.0,12.0,[],Released,,Aquarelle,False,0.0,0.0
2,,,,False,,,0.0,[],,420002.0,tt0001747,en,Lost in the Jungle,,0.6,,[],[],1911-10-25,0.0,16.0,[],Released,,Lost in the Jungle,False,0.0,0.0
3,,,,False,/jqVWEk7SYj6d5ZVeifVFJ3EDjiQ.jpg,,0.0,"[{'id': 35, 'name': '코미디'}, {'id': 18, 'name': '드라마'}]",,420003.0,tt2408806,fr,Hazel,,0.744,/qyU4K5qBPPbqVjfp9wiiPkQNdrQ.jpg,[],[],2012-07-11,0.0,8.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Hazel,False,8.0,5.0
4,,,,True,,,0.0,[],,420004.0,tt0970466,it,Vi presento mia figlia,,0.937,/iAZAytqWpxMFUOAxd36MKzXGl99.jpg,"[{'id': 6200, 'logo_path': None, 'name': 'Mario Salieri Entertainment Group', 'origin_country': ''}]",[],2002-01-01,0.0,84.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Vi presento mia figlia,False,8.5,2.0
5,False,34.0,The resource you requested could not be found.,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,False,,,0.0,[],,420006.0,,sv,Pianolektionen,,0.6,,[],"[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1966-01-01,0.0,17.0,[],Released,,Pianolektionen,False,0.0,0.0
7,,,,False,,,0.0,[],,420007.0,tt0222168,en,Lulu's Doctor,,0.6,,[],[],1912-06-09,0.0,13.0,[],Released,,Lulu's Doctor,False,1.0,1.0
8,False,34.0,The resource you requested could not be found.,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,420009.0,tt0021057,en,Leathernecking,,0.849,,"[{'id': 6, 'logo_path': '/n53F7K9scQWFXYbrCablqLKqJdp.png', 'name': 'RKO Radio Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-09-12,0.0,79.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Leathernecking,False,0.0,0.0
10,,,,True,,,0.0,[],,420010.0,tt0418292,it,Vi presento mia moglie,,0.84,/7ylDHrNQIJiFJR4OPzj08XsnJ6V.jpg,"[{'id': 6200, 'logo_path': None, 'name': 'Mario Salieri Entertainment Group', 'origin_country': ''}, {'id': 6258, 'logo_path': '/bdPHOJ9ErF9WvTmHvVxJCW4AsYM.png', 'name': 'Marc Dorcel', 'origin_country': 'FR'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2000-01-01,0.0,96.0,[],Released,,Vi presento mia moglie,False,0.0,0.0
11,,,,False,,,0.0,[],,420011.0,tt0017328,en,The Road to Glory,,0.6,,[],[],1926-02-07,0.0,93.0,[],Released,,The Road to Glory,False,0.0,0.0
12,,,,True,,,0.0,[],,420012.0,tt5520776,en,Alyssa Hart: My Taboo Life as a Pregnant Teenage Whore,,0.6,/7ZR9l1cg51am4lgP2KVfezBXTOT.jpg,"[{'id': 82159, 'logo_path': None, 'name': 'Blazed Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-03-10,0.0,133.0,[],Released,,Alyssa Hart: My Taboo Life as a Pregnant Teenage Whore,False,6.0,1.0
13,,,,False,,,0.0,[],,420013.0,tt0812324,en,The Mate of the Alden Bessie,,0.6,,[],[],1912-01-04,0.0,12.0,[],Released,,The Mate of the Alden Bessie,False,0.0,0.0
14,,,,False,,,0.0,[],,420014.0,tt0001777,en,The Meeting of the Ways,,0.6,,[],[],1912-01-12,0.0,15.0,[],Released,,The Meeting of the Ways,False,0.0,0.0
15,,,,False,,,0.0,[],,420015.0,tt4248052,en,Love Twice,,0.6,/1kaCZXMxAD1lIhsorrNuQg1r0md.jpg,[],"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2016-01-01,0.0,112.0,[],Released,,Love Twice,False,5.0,2.0
16,,,,False,,,0.0,"[{'id': 27, 'name': '공포'}]",,420016.0,tt0949894,id,Siluman Kera,,0.6,,[],[],1988-01-01,0.0,82.0,"[{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,,Siluman Kera,False,3.0,1.0
