,0,1,2,3,4,5,6,7,8,9,10
0,ko,KR,더 이퀄라이저 2  THE EQUALIZER 2  공식 예고편 (한국어 CC),n2YHKQpZmw4,YouTube,1080,Trailer,False,2018-04-22 00:21:13 UTC,600975f441ad8d004190d2bd,345887
1,ko,KR,'손님' 메인 예고편,_5SroXuhptg,YouTube,1080,Trailer,False,2015-06-17 08:28:45 UTC,60785929fb83460057936678,345888
2,ko,KR,라이트 아웃  LIGHTS OUT  1차 공식 예고편 (한국어 CC),pHKjR6EMhi4,YouTube,1080,Trailer,False,2016-03-29 06:20:33 UTC,600974eb41ad8d003e905ffb,345911
3,ko,KR,"에어 스트라이크 (Air Strike, 2018) 예고편",8QKzWyZuwP8,2018-08-29 11:44:38 UTC,YouTube,1080,Trailer,False,5c11d67d0e0a2631430175db,345934
4,ko,KR,[내 완벽한 남사친의 비밀(Unleashed)] 메인 예고편,W9_-eF2mIrk,YouTube,1080,Trailer,True,2019-03-28 05:58:34 UTC,5d8a19c6d9f4a600184f8891,345937
5,ko,KR,[오두막] 메인 예고편,WPHxqMluqvE,YouTube,1080,Trailer,False,2017-04-13 07:38:47 UTC,6020c779dd2589003eb6d599,345938
6,ko,KR,[오두막] 티저 예고편,pfZo1ZlutyY,YouTube,1080,Teaser,False,2017-04-13 07:27:04 UTC,6020c782458199003fa7dd24,345938
7,ko,KR,[메가로돈] 2차 예고편,59QwUrmzqgM,YouTube,1080,Trailer,True,2018-07-20 02:07:38 UTC,60096a4e3520e8005165ce40,345940
8,ko,KR,티모시 샬라메 주연 '미스 스티븐스' 싱어롱 티저 예고편,ZG7KBAWKTxM,YouTube,1080,Teaser,False,2019-03-26 09:37:40 UTC,5ca2dab9c3a3682b24104a6b,346134
9,ko,KR,[그것] 1차 예고편,biPh95JF3no,YouTube,1080,Trailer,True,2017-07-21 09:00:02 UTC,5d32fdc92f8d094522d96cee,346364
10,ko,KR,'베테랑' 메인 예고편,BQZ3-mdczwM,YouTube,1080,Trailer,False,2015-08-04 09:35:31 UTC,603a5047cb5c8e620d21de97,346646
11,ko,KR,'베테랑' 제작기영상,JAw88Pc6cPA,YouTube,1080,Behind the Scenes,False,2015-07-30 06:33:09 UTC,603a504ecb5c8e004b22924b,346646
12,ko,KR,'베테랑' 메인 예고편,hcKp68DtBb0,YouTube,1080,Trailer,False,2015-07-01 13:53:10 UTC,603a5038c2ff3d005005d749,346646
13,ko,KR,'베테랑' 티저 예고편,iZxeym96EiI,YouTube,1080,Teaser,False,2015-06-19 13:32:02 UTC,603a5040f1759c004ecbfc93,346646
14,ko,KR,'베테랑' 티저 예고편,24PZYgDMCh4,YouTube,1080,Teaser,False,2015-06-09 05:41:57 UTC,603a5057f621b2004ee8b83a,346646
15,ko,KR,"패딩턴 2 (Paddington 2, 2017) 메인 예고편|PLAYYMOVIE",E6uJSdrCHTc,YouTube,1080,Trailer,False,2018-01-23 06:14:06 UTC,60097f55cf9ba3003e821b90,346648
16,ko,KR,[더 프레데터] 메인 예고편,eH94oaFYb6g,YouTube,1080,Trailer,True,2018-08-08 01:15:56 UTC,600998f8e04d8a003dc364bc,346910
17,ko,KR,[스왈로 탐험대와 아마존 해적]  메인 예고편,e6t808obHjs,YouTube,1080,Trailer,False,2021-09-03 02:28:34 UTC,613c0ef6322b2b00891ec8ec,347035
18,ko,KR,Scorched Earth - Official Trailer,vFqDVIR1u20,YouTube,1080,Trailer,True,2018-01-02 16:21:16 UTC,614c2eafe1faed002d1ccc09,347111
19,ko,KR,[마일22] 메인 예고편,8urzGRm-Xw4,YouTube,1080,Trailer,False,2018-07-27 05:18:47 UTC,60097712e04d8a0040c2eebb,347375
20,ko,KR,히즈 올 댓 | 애디슨 레이 & 태너 뷰캐넌 | 공식 예고편 | 넷플릭스,Zi8LCveQ0Ys,YouTube,1080,Trailer,True,2021-08-04 20:00:01 UTC,610b3a379f5dfb004682a223,347626
21,ko,KR,[ 성실한 나라의 앨리스 ] 청불 예고편,d97WAGy5zVU,YouTube,1080,Trailer,False,2015-07-24 07:24:53 UTC,5cd2e22fc3a3683490d97e93,347697
22,ko,KR,[한 솔로: 스타워즈 스토리] 팀 솔로 영상,ht6BXYTWeCI,YouTube,1080,Featurette,False,2018-05-16 09:52:30 UTC,5f6f20fbf2cf2500398e8b26,348350
