,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/zfDZNpwvHjIQhDf8mMyzMR15A97.jpg,"[18, 28, 80, 878]",71700,en,Repeaters,"약물 중독 치료 센터에서 지내는 세 친구 카일, 소니아, 마이크는 치료에는 흥미가 없다. 그러던 어느 날 밤, 천둥번개가 치면서 세 친구는 동시에 감전을 당한다. 그리고 그때부터 세 친구에게만 같은 하루가 반복되는 놀라운 일이 벌어진다. 더 이상 잃을 것이 없는 인생에 똑같은 하루가 반복되자, 그들은 매일 매일을 후회 없이 자유롭게 만끽한다. 하지만 즐거움은 오래가지 못한다. 점점 더 자극적인 쾌락을 원하던 마이크는 결국 살인까지 저지르게 되고, 그를 회유하기 위해 노력하던 친구들 사이에는 균열이 가기 시작하는데…",7.119,/hlecDhPJxHl2ot5LCFnlwMxcr0u.jpg,2010-01-01,엣지 오브 타임,False,5.7,131
1,False,/dQQxwpTiC7ZGcSygs378Cjb2rKd.jpg,"[80, 53, 35, 9648]",27004,en,Ca$h,"영화는 도주하던 범인이 던지고간 돈이 크리스 헴스위스의 오랜된 차에 떨어진다. 예기치 않은 돈가방...하늘이 준 기회인가? 아니면 비극의 시작인가? 크리스 헴스위스(남자주인공)은 대출도 갚고, 집도 꾸미고, 차도 바꾸며..쇼핑하는데..",14.777,/8wh25GwfGZoYpNf3UkRqPcJuFgp.jpg,2010-01-01,캐쉬,False,5.8,171
2,False,/zYqvfLNbntzIbFT5LkwLMPeEm3A.jpg,"[35, 18]",36298,it,"Io, loro e Lara",,7.081,/88L5AIMMgoPv6OeYyS6WJewXYm4.jpg,2010-01-05,"Io, loro e Lara",False,5.6,247
3,False,/7sLysimtbhja8aJI3qGgUSAtTBQ.jpg,"[80, 53, 28]",50475,ko,용서는 없다,"과학수사대 최고의 실력파 부검의 강민호 교수(설경구). 유일한 가족인 딸과 함께 더 많은 시간을 보내기 위해 일을 정리하던 그는 마지막 사건을 의뢰 받는다. 바로 금강에서 발견된 토막살해사건. 여섯 조각난 아름다운 여성의 시체, 한쪽 팔마저 사라진 전대미문의 사건이다. 뛰어난 추리력과 행동력을 지닌 열혈 여형사 민서영(한혜진)의 추리로 용의자는 이성호(류승범)로 압축된다.  이성호는 친환경생태농업을 전파하며 검소하게 살아가고 있는 환경운동가로 지역 주민들의 존경을 한 몸에 받고 있는 인물이다. 형사들에 의해 순순히 경찰서로 끌려온 이성호는 새만금 간척 사업을 반대하기 위한 퍼포먼스로 살인을 저질렀다고 당당하게 진술한다. 이성호의 자백으로 수사는 급물살을 타는 듯 싶지만, 번번이 예상을 빗나가는 증거들로 수사팀은 사건 해결에 애를 먹는다.  민서영과 강력반 형사들이 결정적인 증거를 찾아 동분서주하는 가운데, 강민호의 딸이 사라지는 사건이 발생한다. 딸의 실종에 이성호가 관계되어 있음을 알게 된 강민호는 그를 찾아가고, 이성호는 자신이 시체에 남긴 단서와 비밀을 알아낸다면 딸을 살려줄 수 있다며 위험한 거래를 제안한다.  딸의 목숨을 구하기 위해 시체에 남겨진 단서를 추적해야 하는 부검의와 연쇄 살인을 예고하는 비밀을 간직한 살인마의 피할 수 없는 대결이 시작된다.",7.004,/xEgKOxxoKy4IiK3rUBTOdzCs234.jpg,2010-01-07,용서는 없다,False,7.6,118
4,False,/wj3CRB4gY8LPsyUMydshYvCYZoR.jpg,"[10749, 35]",25195,en,Leap Year,"4년에 단 하루, 운명의 기회! 지금 그녀가 프로포즈하러 갑니다!  연애 4년차 기념일, 애나(에이미 아담스)는 남자친구의 달콤한 프로포즈를 예상하지만 남자친구는 눈치 없이 반지 대신 귀걸이 선물만을 남기고 훌쩍 아일랜드로 출장을 떠나버린다. 속이 터지는 애나는 마침 아일랜드에서 4년에 단 한번 찾아오는 2월 29일, 여자가 남자에게 청혼하면 무조건 승락해야만 하는 풍습이 있다는 사실을 알고 무작정 프로포즈 여행을 떠난다. 하지만 악천후로 여행은 꼬이기 시작하고, 2월 29일에 맞춰서 남자 친구가 있는 더블린에 꼭 도착해야만 하는 애나는 아일랜드 토박이 까칠남 데클랜(매튜 구드)에게 안내를 부탁한다. 한시가 급한 애나와 달리 느긋하고 무뚝뚝한 데클랜 때문에 둘은 시종일관 티격태격하고, 달라도 너무 다른 두사람이 부딪히며 일으키던 스파크는 어느새 미묘하고 야릇한 감정들을 불러오는데… 마침내 남자 친구 앞에 선 프로포즈의 순간. 애나가 이토록 힘겹게 찾아온 운명의 남자는 과연 누구일까?",43.257,/xBmq1F0JVqB8jkX7ciPyY0kAAt4.jpg,2010-01-08,프로포즈 데이,False,6.9,1625
5,False,/aPrrrGtSjXbw8XnpzsVJgF0ioq3.jpg,"[28, 53, 878]",20504,en,The Book of Eli,"모든 생명이 잿빛으로 변해가고, 물 한 모금조차 얻기 힘든 인류. 멸망의 위기에 놓인 세상을 구할 수 있는 마지막 열쇠 둘러싼 목숨을 건 대결이 시작된다! 지상 최후의 문명 도시로 이를 전달하기 위해 지키려는 자, 일라이. 그리고 세계 지배를 위해 이를 빼앗으려는 자, 카네기. 이들은 각자의 목적을 위해 서로를 공격하는데…",20.636,/clPo833A90AC61z6iZQoDHwy0c9.jpg,2010-01-11,일라이,False,6.8,4844
6,False,/3o7hyb55ZzDAMbZ1w3dWK2ZGaLM.jpg,"[27, 9648, 53]",44040,en,Devil,"이 안에 갇힌 누군가 모두를 노리고 있다 우연을 가장한 계획된 초대...  이 안에 갇힌 다섯명 중 하나는 사람이 아니다!  필라델피아 한복판의 고층 빌딩, 서로 아무 관계가 없는 다섯 사람의 평범한 일상이 시작된다. 잠시 후 이들은 같은 시간, 같은 엘리베이터를 타게 되고, 상황은 완전히 달라진다. 엘리베이터가 갑자기 멈춰버린 순간, 그들을 알게 된다. 이 모든 것은 우연이 아닌 분명한 이유가 있다는 것을... 그리고 우리 중 누군가는 사람이 아니라는 사실을...  이들 중 정체를 숨기고 있는 존재는 누구인가? 모두를 이 안에 불러모은 이유는 무엇인가?",16.543,/fadjY9SLDc4qYNOwbtMy9LieWxl.jpg,2010-01-13,데블,False,6.0,2263
7,False,/xGCRFmtKKN75xds341xcAH46akZ.jpg,"[35, 18]",35217,de,Friendship!,,6.483,/nDlRPYtDHxrc6czuXXin46tHIFL.jpg,2010-01-13,Friendship!,False,6.3,101
8,False,/tQX1d11beZc7hL4DEZyiIS3hMpD.jpg,"[80, 35]",53172,en,Henry's Crime,"고속도로 톨게이트에서 야간 매표원으로 일하는 헨리(키아누 리브스)는 야망도, 꿈도, 아내와의 애정마저도 보이지 않는 무기력한 남자다.  내세울 건 착한 성품 밖에 없는 그는 해명할 의지도 없이 은행 강도라는 억울한 누명으로 감옥살이까지 하게 된다. 출소 후에도 그를 반기는 사람은 아무도 없고 아내는 다른 남자와 사랑에 빠져 아이까지 임신한 상태. 홀로 거리를 헤매던 헨리는 문득 허무맹랑한 생각을 떠올린다.  이미 죄값도 치렀으니 진짜 은행을 털어보자는 것!  교도소 생활을 함께한 전설적인 사기꾼 맥스(제임스 칸)를 합류시켜 은행털이 작전에 들어간 헨리. 은행과 땅굴이 이어지는 소극장으로 잠입을 시도하던 헨리는 헐리웃을 꿈꾸는 무명 여배우 줄리(베라 파미가)와 점차 가까워지고, 의외의 재능으로 연극 무대까지 서게 되는데!",11.943,/1i1sDWOZecbUZ4Yp9DG5UiTBBRl.jpg,2010-01-14,헨리스 크라임,False,5.8,246
9,False,/qAsxETj5fhZkW00KOzhHB6XQkaJ.jpg,"[35, 10751, 14]",23023,en,Tooth Fairy,"마이너리그 아이스하키 선수 데렉 톰슨(드웨인 존슨)은 상대편의 이빨을 부러뜨리는 장기 때문에 '이빨요정'으로 불린다. 그런 데렉이 아이들의 빠진 이빨을 가져가고 베개 밑에 돈을 남겨두는 진짜 이빨요정이 되어야 한다. 어느 날, 데렉은 여자친구 칼리(애슐리 주드)의 딸에게 이빨요정이란 없다고 말해서 아이를 실망시킨다. 이런 모습을 하늘에서 지켜보던 요정 대모(줄리 앤드류스)는 데렉에게 2주일간 이빨요정으로 봉사할 것을 명령한다. 커다란 날개를 달고 남의 집에 숨어들어가는 일이 내키지 않았던 데렉은 점차 이빨요정의 역할에 적응하게 되고, 자신의 잊혀진 꿈도 다시 발견하게 된다. 하지만 데렉이 메이저리그로 돌아갈 수 있는 마지막 기회를 잡은 순간, 이빨요정으로 출동하라는 명령이 전달되는데…",63.924,/cRZvw3bPomtucIUtMHZ3qPIYtYs.jpg,2010-01-14,미스터 이빨요정,False,5.5,1601
