,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/v9A7EK3DEgFTojYbIst8P9EkjVR.jpg,"[878, 53, 27]",782760,en,COVID-21: Lethal Virus,"새로운 치명적인 바이러스의 발생. 예상보다 더 빠르고, 혼란스럽고, 치명적인 바이러스는 세계를 큰 위기에 빠뜨린다. 훌륭한 젊은 과학자 앨리슨에게 이 상황을 벗어날 마지막 희망을 걸고 있는 가운데, 군대에게 마지막 임무가 주어진다. 어떤 대가를 치르더라도 앨리슨을 실험실로 인도하는 것. 과연 군대는 감염된 사람들을 피해 안전하게 맡은 바 임무를 다할 수 있을까?",16.769,/5z8wVwHtFXbRWP2dwVPTj9906HS.jpg,2021-01-01,코비드 21,False,5.6,210
1,False,/aHYUj0hICtWZ5tPiCIm6pWUcjYK.jpg,"[27, 28, 10752]",675327,en,Shadow in the Cloud,제2차 세계대전 중 최고 기밀이 들어있는 가방을 가진 여성 조종사가 폭격기에 탑승하고 승무원들은 그녀의 신원과 의문의 화물에 대해 의심하는 가운데 비행 중에 사악한 존재를 만나게 된다.,58.992,/9qY1Ubtf1CwA8Qzz1Y0cujVi7bc.jpg,2021-01-01,섀도우 클라우드,False,5.9,487
2,False,/sGIfwDYvfU0h1G7pGWEhdEi9hT2.jpg,"[9648, 80, 18]",567797,en,The Dry,"324일간 지속된 유례없는 극심한 가뭄으로 호주 전역이 메말라가던 어느 날, 연방 수사관 애런 포크는 어릴 적 고향 친구 루크의 죽음을 알리는 제리의 연락을 받고 루크의 장례식에 참석하기 위해 20년 만에 고향인 키와라로 향한다. 루크의 장례식이 끝난 후 애런을 만난 제리와 바브 부부는 아들 루크 가족의 죽음에 대한 진상을 밝혀 달라고 애런에게 부탁하는데...",22.856,/zM12bfL2TEqVRXjiQIFUWUMLcCg.jpg,2021-01-01,드라이,False,6.9,196
3,False,/7vCOBYP52Mm8Nlc09hLUtWfxHjJ.jpg,[28],767304,en,Redemption Day,전쟁 영웅 브래드 팩스턴 대위는 테러리스트들이 아내를 납치해 몸값을 요구하자 어둠의 테러 세력에 맞서 아내를 구하기 위해 테러와의 전쟁에 직접 뛰어든다.,308.54,/7wBxpRWDwF79yHRfgcDYZwpVlks.jpg,2021-01-08,리뎀션 데이,False,6.6,161
4,False,/jvRewPpawHAfBW38EzHoFdTVEez.jpg,"[16, 28, 12, 80, 14]",732450,en,Batman: Soul of the Dragon,그의 과거로부터 치명적인 위협에 직면한 브루스 웨인은 다른 세상의 도전들과 싸우기 위해 세 명의 예전 동료들의 도움을 받아야만 한다.,46.36,/uDhnTtSxU5a8DtZdbbin3aZmkmU.jpg,2021-01-12,배트맨 : 드래곤의 영혼,False,7.0,194
5,False,/jxYROBerNLUExmqFb2yArglwIHd.jpg,[27],720026,en,Butchers,휴가를 떠난 네 명의 청춘 남녀. 여행길에서 자동차가 펑크가 나 수리소를 찾던 그들은 우연히 들른 숲에서 끔찍한 살인을 저지르는 ‘가학성 토막 도살자’들을 만난다. 살인마들의 다음 타겟이 자신이란 걸 느낀 이들은 목숨 건 탈출을 시도하는데…,72.369,/ptBqEjn7R55Xr0CnbuH52Uh4FSY.jpg,2021-01-12,도살자들: 돌아온 텍사스 전기톱 살인자,False,4.9,127
6,False,/wmx5vrNH6GEpv4NLACfibZlA1bq.jpg,[18],628534,en,The White Tiger,"야심에 불타는 인도의 운전사는 부유한 젊은 부부 밑에서 차를 몬다. 하지만 기지와 간계를 발휘하며, 그는 밑바닥을 차고 올라 사업가로 변신한다. 그렇게 타고난 운명에 도전한다.",19.954,/7K4mdWaLGF2F4ASb2L12tlya9c9.jpg,2021-01-13,화이트 타이거,False,7.0,604
7,False,/gmP41e2bJcFjTzCQFmMoSvfNbxB.jpg,"[18, 36]",532865,en,The Dig,"제2차 세계대전의 전운이 드리운 시절, 어느 부유한 미망인이 아마추어 고고학자를 고용해 자신의 땅에 있는 무덤들을 발굴한다. 역사적으로 중요한 발견을 이룬 그들. 불확실한 미래가 기다리는 영국에서, 머나먼 과거의 메아리가 울려 퍼진다.",20.316,/dFDNb9Gk1kyLRcconpj7Mc7C7IL.jpg,2021-01-14,더 디그,False,6.9,762
8,False,/lOSdUkGQmbAl5JQ3QoHqBZUbZhC.jpg,"[53, 28, 878]",775996,en,Outside the Wire,가까운 미래 치열한 접전 지역. 드론 조종사가 원치 않게 이곳에 파견된다. 그의 지휘관은 기밀 속 존재인 사이보그. 둘은 함께 핵 공격을 막는 위험한 임무에 뛰어든다.,140.964,/gGkFDz4waJJqdrnGhnaUVZZHPHR.jpg,2021-01-15,아웃사이드 더 와이어,False,6.4,1329
9,False,/aW6BLZdUe7DiainCLZKMTXMnks9.jpg,"[35, 18, 10751]",773998,pt,Pai em Dobro,모계 중심 히피 공동체에서 살아온 18살 소녀. 명상과 조화로운 삶 속에 온전함을 느낄 만도 한데 딱 하나 빈자리가 있으니 아빠가 누군지 모른다는 것. 그런데 엄마가 인도에 간다니 절호의 기회 아닌가. 나 이제 아빠 찾으러 떠난다!,15.643,/y9k5MjbLsCftyrQ4ec6bPmRtORf.jpg,2021-01-15,더블 파파,False,6.8,122
