,0,1,2,3,4,5,6,7,8,9,10
0,ko,KR,[미션 임파서블: 루벤] 티저 예고편,GVBPdnQ0O6Q,YouTube,1080,Trailer,False,2021-05-31 22:45:00 UTC,60cb78e92476f200798f4d33,543033
1,ko,KR,나쁜상사 - Trailer,lyRTeIiOu1o,2018-08-07 16:05:50 UTC,YouTube,720,Trailer,False,5b88bf769251414ce000636c,543526
2,ko,KR,나쁜상사 애니메이션 티저 예고편,19iPFTTfDlM,2018-07-19 23:51:07 UTC,YouTube,720,Teaser,False,5b88bf580e0a2679b9004c5d,543526
3,ko,KR,퍼펙트 데이트 | 공식 예고편 [HD] | Netflix,u3-oUM3Kj0Q,YouTube,1080,Trailer,True,2019-03-26 16:59:28 UTC,5c9ad8fe925141780cf72f84,543540
4,ko,KR,[상류사회] 19금 예고편,h1LTYBPc9qA,YouTube,1080,Trailer,False,2018-08-21 10:09:47 UTC,6039ac3cd8e2250050d0b6ab,543753
5,ko,KR,[상류사회] 메인 예고편,isgksAQwG3Q,YouTube,1080,Trailer,False,2018-08-10 02:08:19 UTC,6039ac505a07f5005552dcee,543753
6,ko,KR,[상류사회] 30초 예고편,jms3JoTy9mY,YouTube,1080,Teaser,False,2018-08-02 01:45:45 UTC,603399f376eecf0040681a75,543753
7,ko,KR,[상류사회] 메인예고편,-u9Vvi30T_o,YouTube,1080,Trailer,False,2018-08-02 01:43:29 UTC,5c6cc87d0e0a267f9d9817a1,543753
8,ko,KR,'열여섯의 봄' 메인 예고편,IKcG7bMIzWY,YouTube,1080,Trailer,False,2019-10-16 08:18:56 UTC,60254ea89d2b63003f670b3b,543762
9,ko,KR,영화 [ 타샤 튜더 ] 런칭 영상 Tasha Tudor: A Still Water Story,B21-lwjRHas,YouTube,1080,Trailer,False,2018-08-27 13:26:10 UTC,60254bf6dcf875003f3857ed,543891
10,ko,KR,리틀드래곤 코코넛2: 정글대탐험 메인예고편,EO_vJlzoZWo,YouTube,1080,Trailer,False,2021-01-26 11:04:40 UTC,6011883f7f1d8300406edb94,544052
11,ko,KR,[명당] 메인 예고편,K-LGUogx7cY,YouTube,1080,Trailer,False,2018-09-20 07:49:47 UTC,602cd1738c22c0003e9bef22,544089
12,ko,KR,[명당] 캐릭터 하이라이트,3CK882K1aEM,YouTube,1080,Featurette,False,2018-09-17 03:50:03 UTC,602cd16bd4b9d9003fd1f49d,544089
13,ko,KR,[명당] 제작기 영상,4kQc_njH0yI,YouTube,1080,Behind the Scenes,False,2018-08-29 15:15:01 UTC,602cd15da14bef0040627394,544089
14,ko,KR,[명당] 메인 30초 예고편,277STfYocsA,YouTube,1080,Teaser,False,2018-08-27 03:06:38 UTC,602cd155e33f83003fe07297,544089
15,ko,KR,[명당] 메인 예고편,nO5nZ0akN3w,YouTube,1080,Trailer,False,2018-08-21 09:00:06 UTC,5c402b400e0a2643d391da61,544089
