,success,status_code,status_message,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
0,False,34.0,The resource you requested could not be found.,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,True,/7lcl39Ovk8QcFxIeLWvvFmwX8TM.jpg,,0.0,[],,470001.0,tt2511258,en,Mandingo Massacre 6,,0.679,/f07cxVN4Q49xbJ8qM8GsbJGRadQ.jpg,[],[],2012-11-01,0.0,171.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Mandingo Massacre 6,False,0.0,0.0
2,,,,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,470002.0,tt4416390,fr,"Arctique, la conquête glaciale",,0.6,/5WUFwEK7xzlczLQozmN0ZQAQTfp.jpg,"[{'id': 2668, 'logo_path': None, 'name': 'MC4', 'origin_country': 'FR'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2015-01-06,0.0,80.0,[],Released,,"Arctique, la conquête glaciale",False,0.0,0.0
3,,,,False,,,0.0,[],,470003.0,tt0114348,nl,De schaduwlopers,,0.6,/kFheHboeJWcciqB26n7vXpUcG3Y.jpg,"[{'id': 43565, 'logo_path': '/hNAOu2cYkKP0S0BTKaGoKmp93om.png', 'name': 'SNG Film (Studio Nieuwe Gronden)', 'origin_country': 'NL'}, {'id': 73530, 'logo_path': None, 'name': 'Van der Hoop Filmproducties', 'origin_country': 'NL'}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",1995-09-07,0.0,88.0,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,De schaduwlopers,False,0.0,0.0
4,,,,False,,,0.0,"[{'id': 35, 'name': '코미디'}]",,470004.0,tt0179096,fr,L'aventure commence demain,,0.625,/vj2rblgUuRIKVvWmpdAtBzVHTwP.jpg,"[{'id': 93372, 'logo_path': None, 'name': 'Les films Tellus', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1948-02-04,0.0,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,L'aventure commence demain,False,3.0,1.0
5,,,,False,,,0.0,[],,470005.0,,en,Le temps de cerveau disponible,,0.6,/ychr84ZQ5wdDv2amxxTCyRBFuRy.jpg,[],[],2010-03-17,0.0,57.0,[],Released,,Le temps de cerveau disponible,False,7.0,1.0
6,,,,False,/jQgDc8Um4Ql0LM6BJIGr2g0jJH2.jpg,,0.0,"[{'id': 53, 'name': '스릴러'}]",,470006.0,tt5873672,en,The Student,,6.877,/m2s2WuYcdnI22wIMu3JHxX6JORk.jpg,"[{'id': 36152, 'logo_path': '/gcpuz9w1jnAhvwkvFpNeYGOFQUc.png', 'name': 'Cartel Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-03-20,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Student,False,5.9,15.0
7,,,,False,,,0.0,[],,470007.0,,en,Après la gauche,,0.6,/3Kocj1240t3imSnCuDhjhg3Wm1M.jpg,[],[],2011-01-06,0.0,60.0,[],Released,,Après la gauche,False,0.0,0.0
8,,,,False,,,0.0,"[{'id': 35, 'name': '코미디'}, {'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}]",,470008.0,tt5994662,pt,Jigging,,0.6,/8tyKdFuGfjf16PJOfYj4KsUP9kE.jpg,"[{'id': 93374, 'logo_path': None, 'name': 'Gravity Films Plus', 'origin_country': ''}]","[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",2016-09-06,0.0,15.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Jigging,False,0.0,0.0
9,,,,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,470009.0,,en,DUB Homegrown,,0.6,,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2013-12-20,0.0,58.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,DUB Homegrown,True,0.0,0.0
10,,,,False,,,0.0,[],,470010.0,,en,Blueprint Skateboards - Lost and Found,,0.6,/blnu3jlHVk1ZR9WmzIJ0IXncjQ.jpg,[],[],,0.0,54.0,[],Released,,Blueprint Skateboards - Lost and Found,False,0.0,0.0
11,,,,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,470011.0,tt0410880,en,Welcome to Werewolfland,,0.6,/gkAWd6U45GG6IvZyxElmjFlVoAh.jpg,[],[],2004-03-23,0.0,49.0,[],Released,,Welcome to Werewolfland,False,0.0,0.0
12,,,,False,,,0.0,"[{'id': 35, 'name': '코미디'}, {'id': 16, 'name': '애니메이션'}]",,470012.0,,en,Looney Tunes Super Stars Bugs Bunny: Wascally Wabbit,,0.6,/1iQ5T6RTh5bOpOnkJmnDWJhyc4m.jpg,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",[],,0.0,125.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Looney Tunes Super Stars Bugs Bunny: Wascally Wabbit,True,10.0,1.0
13,,,,False,,,0.0,"[{'id': 53, 'name': '스릴러'}, {'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}]",,470013.0,tt5744798,pt,O Efeito Isaías,,0.6,/wf1eHFCbTEuANiozRLT3muqBXPk.jpg,[],"[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",2015-01-01,0.0,12.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,O Efeito Isaías,False,9.0,1.0
14,,,,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,470014.0,,en,Varsity,,0.6,,"[{'id': 93375, 'logo_path': None, 'name': 'University of Cambridge', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-03-01,0.0,,[],Released,,Varsity,False,0.0,0.0
15,,,,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,470015.0,tt0348351,en,Warned Off,,0.6,,"[{'id': 19810, 'logo_path': None, 'name': 'British & Dominions Film Corporation', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-07-01,0.0,,[],Released,,Warned Off,False,0.0,0.0
16,,,,False,,,0.0,"[{'id': 80, 'name': '범죄'}]",,470016.0,tt0314897,en,The Woman from China,,0.6,/417zqAxFro9cGAq0veuBuOxMhEi.jpg,"[{'id': 93376, 'logo_path': None, 'name': 'Edward G. Whiting Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-03-01,0.0,76.0,[],Released,,The Woman from China,False,0.0,0.0
17,,,,False,/yyP5JvMXSIl6azYFxh2AgwQLoSL.jpg,,0.0,"[{'id': 35, 'name': '코미디'}]",,470017.0,,fr,Le Bon Samaritain,,0.6,/uz0nXPRRPUDR6kgPJ0A9mHG1mEq.jpg,"[{'id': 93378, 'logo_path': None, 'name': 'kwai', 'origin_country': 'FR'}, {'id': 22123, 'logo_path': '/zPTy6QDAlCKGeAALZoFEL3QAlut.png', 'name': 'TF1', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-09-12,0.0,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Le Bon Samaritain,False,0.0,0.0
18,False,34.0,The resource you requested could not be found.,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,False,,,0.0,"[{'id': 10402, 'name': '음악'}, {'id': 10749, 'name': '로맨스'}]",http://www.studiofuzz.in/,470019.0,tt6393882,en,Boring I Love You,,0.6,/zGujeVT6TikdAweAHIvvb89zdWl.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2016-12-16,0.0,3.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Boring I Love You,False,0.0,0.0
20,False,34.0,The resource you requested could not be found.,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,False,,,0.0,"[{'id': 10402, 'name': '음악'}, {'id': 16, 'name': '애니메이션'}]",http://www.promofest.org/films/o-mal,470021.0,,pt,O Mal,,0.6,/qaP4PhlX8YhMQ1UcFPhuEhPTcqm.jpg,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2017-07-20,0.0,2.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,O Mal,False,0.0,0.0
22,,,,False,,,0.0,[],,470022.0,,pt,Por trás da linha de escudos,,0.6,/luTy6FjVW1O6KeVh2U7H8ibHLHY.jpg,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2017-08-28,0.0,,[],Released,,Por trás da linha de escudos,False,0.0,0.0
23,,,,False,,,0.0,"[{'id': 99, 'name': '다큐멘터리'}]",,470023.0,tt7368464,pt,Construindo Pontes,,0.6,/7TheyHx89d72HsO6DQ9nBsyfNKL.jpg,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2017-08-28,0.0,73.0,[],Released,,Construindo Pontes,False,2.8,2.0
24,,,,False,,,0.0,"[{'id': 878, 'name': 'SF'}, {'id': 10402, 'name': '음악'}]",,470024.0,,de,Systemshock,,0.6,/uwIoym7i6g6ASYRMOa4YThbZZPA.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2016-10-16,0.0,2.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Systemshock,False,0.0,0.0
25,,,,False,,,0.0,"[{'id': 18, 'name': '드라마'}]",,470025.0,tt0164719,pt,Laços de Sangue,,0.6,/ctC2sVTloVKVU3To9E0VmkeC4aO.jpg,[],"[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1992-10-01,0.0,0.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Laços de Sangue,False,0.0,0.0
26,,,,False,,,0.0,"[{'id': 18, 'name': '드라마'}, {'id': 10402, 'name': '음악'}]",,470026.0,,en,Rasen durch das Land,,0.6,/lpmwkI5vmXhF2EZZK59KNQ4AbuI.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2017-03-03,0.0,3.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Rasen durch das Land,False,0.0,0.0
27,,,,False,,,0.0,"[{'id': 27, 'name': '공포'}, {'id': 10402, 'name': '음악'}, {'id': 16, 'name': '애니메이션'}]",http://www.deathrope.com/,470027.0,,en,Ghosts on the Wall,,0.6,/z8A0VLmUKPlL92zvxaRYqJ4TsDd.jpg,[],"[{'iso_3166_1': 'CH', 'name': 'Switzerland'}]",,0.0,4.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Ghosts on the Wall,False,0.0,0.0
